Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCK19,OUT010,2299.5576
FDV51,OUT013,2623.226
FDZ35,OUT045,3984.6917
NCW17,OUT027,1558.3754
FDV59,OUT045,1058.7706
DRH39,OUT013,314.22745
FDN60,OUT027,5110.784
FDU55,OUT045,813.84686
FDN58,OUT027,2001.8699
FDC41,OUT019,365.35193
FDO01,OUT027,1879.7042
NCO43,OUT046,1934.4427
FDQ07,OUT045,4311.448
FDF28,OUT017,162.96013
FDM01,OUT017,6851.7876
FDY49,OUT027,3464.596
FDR24,OUT013,2038.7628
NCY18,OUT013,632.5529
NCY30,OUT045,583.1179
FDJ22,OUT019,4828.245
DRI37,OUT049,3185.2727
FDL27,OUT049,4277.032
NCO30,OUT049,455.56396
NCB07,OUT049,4971.44
FDX25,OUT018,587.5977
FDP59,OUT018,624.2055
FDR59,OUT045,2313.8245
FDT27,OUT013,797.24695
DRI01,OUT046,1312.272
FDU09,OUT049,1826.2367
FDH26,OUT046,226.1916
FDH27,OUT046,1067.6473
FDN39,OUT027,114.589455
FDH40,OUT046,2296.6077
FDJ56,OUT027,1393.6163
DRN47,OUT018,529.09985
NCO17,OUT046,1453.1053
FDX60,OUT045,569.9438
FDT22,OUT049,2357.431
FDX26,OUT019,1594.7379
FDG45,OUT013,1531.4227
FDD44,OUT035,3956.152
FDS15,OUT017,236.05943
FDL51,OUT018,6264.298
FDL32,OUT017,3477.422
FDZ07,OUT027,3593.1333
NCW53,OUT019,1355.453
NCA54,OUT045,1194.313
FDX09,OUT035,1858.5509
FDO51,OUT013,1488.7938
FDW49,OUT018,1291.8282
FDB27,OUT046,2732.54
FDF45,OUT013,3043.806
FDV02,OUT013,1492.8756
FDY28,OUT035,2979.365
FDX31,OUT027,2859.4866
FDR43,OUT027,2271.1128
FDP51,OUT018,3740.2483
FDL52,OUT017,6416.633
FDR44,OUT046,3305.68
FDB34,OUT035,704.15955
FDC50,OUT035,4106.5713
FDT57,OUT010,3194.2405
FDP22,OUT027,1082.831
DRE49,OUT046,2161.0283
FDM40,OUT046,694.501
FDY32,OUT045,639.42114
FDW07,OUT046,2728.1248
FDU02,OUT019,1146.2592
NCF18,OUT045,4340.1655
FDQ56,OUT049,2140.7766
FDN58,OUT049,3047.2761
FDG35,OUT046,4615.9287
FDY34,OUT018,94.747925
NCE19,OUT045,2364.8252
NCK31,OUT027,1051.8264
NCJ29,OUT045,2599.568
FDT59,OUT035,1619.682
NCX41,OUT046,650.1677
FDU45,OUT027,53.34063
FDW24,OUT019,2661.2686
FDF22,OUT049,62.179863
FDM60,OUT046,4529.0215
FDR02,OUT013,1757.3246
DRP35,OUT027,2760.5564
FDS48,OUT046,2220.2183
NCZ42,OUT010,2738.5583
FDZ38,OUT018,1254.1757
FDH19,OUT046,758.8406
NCB55,OUT046,2938.5193
FDC15,OUT017,2867.1218
FDF11,OUT035,2571.508
FDW35,OUT019,3433.0417
FDB44,OUT045,5172.633
NCC06,OUT017,4426.0293
FDR04,OUT010,4072.2842
FDB17,OUT045,4358.1636
FDW43,OUT049,952.6765
FDA27,OUT018,375.9877
NCU41,OUT049,573.7264
FDY56,OUT049,2666.768
FDV39,OUT018,1335.932
FDN32,OUT018,534.50366
FDW07,OUT045,690.04175
FDZ27,OUT045,4195.647
FDW23,OUT019,2513.8376
FDU01,OUT046,1707.6132
FDF10,OUT049,3758.3547
DRH03,OUT019,2842.7825
FDW27,OUT019,576.24744
DRI13,OUT013,1062.285
NCR05,OUT046,5378.2427
FDB29,OUT045,2492.9739
FDL51,OUT049,395.68234
FDB11,OUT013,4100.604
FDI35,OUT046,898.80176
FDX08,OUT046,2657.6414
FDP59,OUT045,106.155
NCJ18,OUT049,1565.8903
FDJ41,OUT018,5117.609
FDU08,OUT035,503.00604
FDS09,OUT019,647.95483
DRH15,OUT013,80.20255
NCV17,OUT017,1833.2411
NCO54,OUT027,536.448
FDE24,OUT035,1960.2585
FDH53,OUT046,1833.5552
FDZ13,OUT018,5286.0396
FDW28,OUT045,2869.42
FDU46,OUT013,3176.8704
NCE43,OUT035,1636.3314
FDS26,OUT027,6021.087
FDB14,OUT046,3527.2725
DRB48,OUT027,297.23956
NCC42,OUT013,2294.6748
FDQ20,OUT013,54.19999
FDA13,OUT017,618.62744
FDZ15,OUT046,2392.4514
NCV42,OUT017,3024.6462
DRI51,OUT018,3032.1868
FDO28,OUT035,1531.4989
NCS54,OUT013,1165.5925
FDH16,OUT017,2692.722
FDG24,OUT045,1797.5692
FDR52,OUT018,2573.002
NCH06,OUT045,3063.6865
FDA36,OUT045,1489.8695
FDU56,OUT027,1226.5514
FDT09,OUT049,2819.0986
FDU25,OUT046,2877.563
FDK41,OUT046,4673.9336
NCT54,OUT035,454.6706
FDV51,OUT010,839.8015
FDM24,OUT045,4154.803
NCO30,OUT045,3334.805
FDQ45,OUT013,206.51228
DRK59,OUT035,1127.4618
FDW28,OUT046,478.13214
FDC02,OUT010,155.40237
FDR21,OUT035,911.1227
FDN48,OUT027,3680.7288
FDT44,OUT045,3424.742
FDX14,OUT019,4217.4546
FDH57,OUT046,620.4535
FDH28,OUT019,936.2569
NCT41,OUT019,1682.1394
FDO11,OUT027,1076.8358
NCP42,OUT017,3878.9277
FDN09,OUT010,3061.661
FDP32,OUT035,2976.2278
FDV57,OUT049,719.3716
FDW28,OUT013,2040.7089
FDR56,OUT027,2994.9497
FDA40,OUT035,3631.1785
NCG42,OUT045,2837.6047
NCK54,OUT017,4561.0254
FDE16,OUT049,3022.9636
FDB15,OUT010,2190.318
FDC40,OUT017,2603.8762
FDE53,OUT027,1697.9672
FDK24,OUT018,96.61916
FDW31,OUT018,1241.0853
NCX29,OUT017,777.41125
NCM07,OUT035,1661.7555
DRN36,OUT019,207.1158
FDQ37,OUT010,1287.2512
FDK43,OUT045,1597.4264
FDK28,OUT018,580.0803
FDR43,OUT045,2433.5764
FDL48,OUT013,465.5833
DRL23,OUT045,1205.1465
NCX42,OUT045,1166.9379
DRD37,OUT018,1819.0618
FDZ47,OUT027,212.65813
NCJ54,OUT027,1110.939
FDL52,OUT013,1436.5768
FDC15,OUT010,1533.5524
NCD19,OUT010,6855.277
FDD08,OUT013,2617.3313
NCN18,OUT045,4193.941
FDY56,OUT046,1320.5685
NCI29,OUT018,2760.3225
NCE06,OUT019,3174.7786
FDC08,OUT017,2356.4312
FDU52,OUT045,2142.4668
FDN16,OUT013,2626.3608
NCM55,OUT010,4173.9546
FDR49,OUT010,61.617638
FDC15,OUT049,6607.6924
FDB53,OUT017,1709.4347
FDK44,OUT046,2007.1975
FDA16,OUT035,353.4842
FDO19,OUT027,1477.0638
FDO04,OUT046,930.55414
NCL19,OUT035,2870.3977
FDA44,OUT010,2456.6514
FDR60,OUT017,3029.574
FDV37,OUT027,1351.9431
FDG53,OUT013,156.59958
DRG01,OUT035,3307.909
FDB38,OUT019,1504.9203
FDI27,OUT049,1417.3964
FDD29,OUT010,3099.0063
NCR41,OUT045,2788.9343
FDW44,OUT049,2483.892
FDU21,OUT035,2064.4287
FDI14,OUT046,450.66614
FDW50,OUT019,2048.972
FDN39,OUT046,683.7882
FDT31,OUT017,289.38666
FDJ14,OUT017,769.1549
NCQ43,OUT027,4200.471
FDZ22,OUT027,965.0737
FDU38,OUT017,1251.1936
FDS32,OUT045,2533.1626
DRH13,OUT018,2476.3713
DRF03,OUT010,2942.9597
FDJ20,OUT049,1263.8248
FDE22,OUT019,4359.588
FDX22,OUT035,3643.4443
DRM11,OUT013,4436.543
FDL58,OUT045,2449.8723
FDL25,OUT049,2006.0123
FDD40,OUT049,1791.0704
FDT08,OUT045,3090.9514
FDO22,OUT017,2456.489
NCM41,OUT018,331.66833
FDJ21,OUT045,214.27055
FDC53,OUT018,1662.639
DRK35,OUT019,379.15887
FDQ09,OUT018,1765.774
DRB48,OUT046,771.02246
DRE25,OUT035,3161.3357
FDL08,OUT013,373.5426
NCV42,OUT049,3139.4324
FDW03,OUT049,3847.6877
FDL25,OUT017,613.4321
FDC17,OUT018,786.2783
FDK44,OUT045,4649.206
FDE34,OUT046,5296.745
FDP10,OUT035,3669.5447
FDZ22,OUT045,3795.0056
NCK19,OUT013,257.3064
FDO44,OUT027,2328.3315
NCU41,OUT046,3750.4304
NCF31,OUT045,2637.4905
FDG14,OUT017,1869.7467
NCH30,OUT035,1332.652
FDR36,OUT013,6111.613
NCJ30,OUT046,701.1322
FDR08,OUT045,580.38354
FDU04,OUT018,2608.438
NCQ50,OUT017,2546.2563
FDL46,OUT027,1917.7195
DRK37,OUT046,2593.2913
FDK48,OUT046,805.7108
FDV58,OUT046,5281.0
FDN27,OUT018,579.0807
FDZ52,OUT049,2629.932
NCF42,OUT046,2899.2405
FDQ48,OUT035,1522.681
FDW49,OUT045,2518.7869
FDR58,OUT035,2150.232
NCE07,OUT017,1739.9147
FDK14,OUT046,2369.4524
FDC11,OUT027,616.35657
FDL22,OUT045,4258.886
NCQ41,OUT013,502.0329
FDX46,OUT013,2906.057
FDC35,OUT045,2731.0227
FDH45,OUT035,2996.1138
FDX33,OUT017,63.891777
DRJ35,OUT013,2081.1135
FDC40,OUT013,1224.9668
FDO19,OUT045,3060.4119
FDP13,OUT049,3426.2947
FDP24,OUT049,3221.0488
NCQ42,OUT018,1976.7454
FDY59,OUT018,1070.2657
FDU14,OUT045,2067.8796
FDB21,OUT035,2794.7483
FDT32,OUT018,1996.7269
FDK20,OUT049,1415.4255
FDX09,OUT027,3454.9397
FDM01,OUT035,3477.1484
DRI37,OUT027,3954.1155
FDL20,OUT045,727.4553
FDU13,OUT018,1256.4287
FDE05,OUT019,1311.2924
FDE58,OUT013,3201.26
FDT32,OUT027,1321.2781
FDZ01,OUT010,1562.8099
FDM08,OUT046,554.92
FDS58,OUT013,664.812
FDZ26,OUT046,145.33919
FDC46,OUT027,2854.5706
FDY51,OUT018,160.3701
FDL34,OUT017,2650.43
DRG39,OUT018,6164.6904
NCG43,OUT018,262.63663
FDT01,OUT045,1360.9307
NCR38,OUT017,4176.41
DRF01,OUT049,192.35376
FDF53,OUT035,48.43373
FDS45,OUT013,2022.4901
FDR20,OUT017,4128.615
FDY07,OUT010,1519.8944
FDD38,OUT045,1357.7678
DRF15,OUT018,3599.1897
FDH32,OUT046,510.50903
NCJ42,OUT046,950.6875
FDB56,OUT018,2131.3325
FDD03,OUT018,1635.5492
NCL18,OUT013,4150.6055
FDW22,OUT049,551.59033
FDE32,OUT035,117.33706
FDA34,OUT027,5258.559
FDJ08,OUT017,1599.7213
FDG38,OUT013,1960.1409
FDD29,OUT018,1263.0316
NCE31,OUT013,1668.6637
FDS19,OUT013,1396.4879
FDU11,OUT013,2442.715
FDL02,OUT049,1733.5587
FDO51,OUT027,558.91724
DRK23,OUT018,326.89996
FDO27,OUT018,330.7777
FDB16,OUT049,2360.5889
FDA44,OUT017,1183.8678
NCB18,OUT018,4891.378
NCL53,OUT046,2418.9565
FDR16,OUT018,396.2425
NCQ05,OUT013,1606.2086
FDF44,OUT018,1678.4882
FDU50,OUT017,3511.237
FDG20,OUT010,2673.0193
FDD58,OUT035,2517.9792
FDT01,OUT017,1561.9703
FDK15,OUT049,1451.9283
FDJ08,OUT049,3953.7488
FDS10,OUT027,1697.2238
FDJ55,OUT049,1234.2291
FDU32,OUT010,2139.241
FDG09,OUT035,1845.0942
FDE39,OUT045,2434.8904
FDU56,OUT013,238.52733
NCH55,OUT045,2996.7576
FDX33,OUT027,2536.622
FDR24,OUT045,177.07564
FDC33,OUT027,1532.7919
NCV54,OUT027,775.8602
NCQ02,OUT013,2930.949
NCU17,OUT049,3142.24
NCZ06,OUT019,1462.0848
FDV37,OUT035,3363.3079
DRH25,OUT027,1980.5643
NCI43,OUT035,2836.8599
NCQ53,OUT017,3841.872
NCT18,OUT035,1951.0809
FDF14,OUT049,3008.2217
FDM14,OUT046,239.33038
FDX57,OUT010,1417.9752
NCV05,OUT046,1272.3146
FDX39,OUT013,149.49387
FDA23,OUT046,549.529
NCV06,OUT046,1510.5006
NCE31,OUT045,499.16266
DRI39,OUT010,587.6191
FDH21,OUT049,5445.882
FDR26,OUT046,2970.635
FDA14,OUT019,3509.7727
FDG21,OUT018,650.0571
NCQ38,OUT018,1191.1141
FDN20,OUT046,691.8758
NCN29,OUT017,1606.4747
FDI28,OUT018,3009.9978
FDA03,OUT027,2456.233
FDZ28,OUT046,4102.0986
FDO52,OUT027,549.88873
FDU10,OUT017,235.18024
FDP13,OUT027,1058.7279
FDV02,OUT027,4717.9062
FDS28,OUT049,1831.2323
FDW49,OUT046,1987.6238
FDP33,OUT046,2090.2205
FDJ03,OUT045,1657.087
FDQ51,OUT013,6326.7407
DRK23,OUT049,1480.2749
FDU11,OUT045,6307.8965
NCK06,OUT035,1835.4918
FDY09,OUT017,1859.1018
NCY18,OUT035,158.76826
FDA10,OUT049,3055.2834
FDO34,OUT017,2135.7737
FDE38,OUT027,373.74622
FDF40,OUT017,207.61975
FDY02,OUT017,4668.846
FDS03,OUT019,5102.8887
FDB59,OUT046,280.94183
NCQ42,OUT049,334.90634
FDO15,OUT049,3447.9177
DRN47,OUT010,2611.1135
FDA03,OUT035,925.5264
FDA01,OUT035,3447.473
FDB38,OUT046,1494.4845
FDT59,OUT017,1068.2897
FDG08,OUT035,5351.059
FDV56,OUT027,1301.7759
FDY26,OUT046,3931.52
DRE13,OUT035,2058.0244
FDE51,OUT046,113.72892
FDL40,OUT045,2383.2085
FDD50,OUT046,3244.4011
FDC04,OUT027,3381.627
FDN15,OUT010,399.62128
FDC46,OUT013,2977.3438
FDV56,OUT013,1382.715
FDK43,OUT018,4490.102
NCR29,OUT045,2007.5312
FDY03,OUT046,1404.3191
FDU44,OUT049,1731.2292
FDZ04,OUT013,639.8232
FDU16,OUT049,2308.1238
FDV07,OUT045,6251.131
NCL19,OUT013,413.91876
FDW01,OUT027,1422.7379
FDC10,OUT027,5668.8843
DRC12,OUT017,2032.8844
DRK39,OUT013,1516.2596
FDG24,OUT027,3306.5295
FDO04,OUT027,1101.2183
DRB25,OUT035,2930.8218
FDK26,OUT035,349.91577
FDM52,OUT045,712.5422
FDY07,OUT045,558.97504
NCO06,OUT018,955.5255
FDO10,OUT045,2726.4197
FDK34,OUT013,3112.3215
FDS33,OUT027,287.31314
FDO45,OUT045,1980.9458
FDF08,OUT046,1107.1547
FDH58,OUT045,4657.852
FDS03,OUT010,1226.0459
DRF03,OUT035,1485.1627
FDE02,OUT013,2331.736
NCZ06,OUT013,2079.4656
FDW49,OUT049,912.7556
FDR23,OUT017,1791.3778
NCJ29,OUT027,1824.3226
FDY35,OUT045,6556.2383
FDZ01,OUT027,5000.9717
FDX19,OUT046,90.249146
FDG44,OUT018,4083.2935
FDQ23,OUT035,172.0248
FDY22,OUT017,263.90247
NCN41,OUT013,315.9887
FDA47,OUT045,5314.5806
NCD19,OUT045,2307.9558
FDO36,OUT027,4101.8438
FDH20,OUT013,2072.4536
FDN12,OUT027,3117.4055
NCJ30,OUT018,2513.4802
FDB09,OUT049,188.4387
FDA09,OUT045,4140.112
FDL24,OUT027,3922.423
FDP03,OUT035,260.3216
FDR58,OUT027,2821.8213
FDO13,OUT013,626.92236
DRD49,OUT035,4515.3984
NCF42,OUT035,1678.7689
DRK35,OUT035,1258.8856
FDR58,OUT013,4474.6553
FDQ15,OUT027,2824.6443
NCP50,OUT013,4293.203
FDV45,OUT046,3245.8398
DRP35,OUT049,1193.3927
FDN23,OUT035,1746.1979
FDS44,OUT049,2574.0457
NCI54,OUT018,1343.0382
FDH40,OUT027,1407.2592
FDF46,OUT035,1452.3439
FDA21,OUT018,2079.465
FDI41,OUT019,837.9269
FDE35,OUT010,919.5669
DRJ24,OUT013,242.9471
NCK17,OUT027,2202.5952
FDA15,OUT045,1202.5471
FDD36,OUT027,132.05315
DRD60,OUT019,1482.7462
FDA46,OUT013,3322.152
NCO54,OUT045,3163.634
FDL48,OUT010,1339.7313
NCM19,OUT027,399.0791
FDS31,OUT049,2814.0415
FDV12,OUT035,1152.1188
FDQ31,OUT035,633.7117
FDK55,OUT019,2061.3948
DRG15,OUT049,460.21313
NCR17,OUT018,314.28302
FDV01,OUT027,4672.365
FDT21,OUT018,679.6408
FDT10,OUT046,4610.1777
FDL56,OUT019,4117.041
FDS49,OUT017,4051.0598
FDT32,OUT019,2600.812
NCX42,OUT013,2591.5586
FDX26,OUT010,736.9874
FDN02,OUT013,1129.8538
FDJ40,OUT027,4071.6025
FDU13,OUT019,2586.3599
DRE27,OUT046,783.17865
FDS27,OUT035,1246.1863
FDU44,OUT027,670.3753
DRM59,OUT019,2202.5635
FDT08,OUT049,3463.6155
FDL46,OUT017,566.62213
NCV30,OUT010,1268.9861
FDP51,OUT046,2621.6106
FDA51,OUT013,2952.5613
FDM46,OUT045,1256.7417
FDK02,OUT017,1816.4802
FDJ57,OUT035,1647.7197
FDJ45,OUT027,2867.346
NCB31,OUT017,355.71475
FDJ03,OUT013,4138.685
FDT50,OUT013,4350.81
NCY41,OUT049,711.9618
FDJ60,OUT045,3911.9797
FDZ35,OUT046,2813.3892
FDS21,OUT018,1683.4717
FDM52,OUT046,1124.0848
FDQ08,OUT027,4728.237
FDQ56,OUT035,2791.9968
FDS47,OUT049,2711.5872
DRM48,OUT045,4483.5947
FDW46,OUT017,1502.7902
FDW27,OUT018,2735.532
NCQ05,OUT010,634.1751
FDU40,OUT010,597.72516
DRE12,OUT027,712.64294
FDX35,OUT013,2496.2878
FDD51,OUT049,253.1014
FDY27,OUT018,1915.8746
NCN06,OUT046,245.7593
FDR57,OUT035,484.1986
